counter_party,timestamp,type,eth_value,in_frequency,out_frequency,total_eth_received,total_eth_sent
,2016-06-17 13:03:02,sent,0.0,0,24,0.0,0.0
,2016-06-17 13:03:02,sent,0.0,0,25,0.0,0.0
,2016-06-17 13:03:06,sent,0.0,0,26,0.0,0.0
,2016-06-17 13:03:06,sent,0.0,0,27,0.0,0.0
,2016-06-17 13:03:30,sent,0.0,0,28,0.0,0.0
,2016-06-17 13:03:43,sent,0.0,0,29,0.0,0.0
,2016-06-17 13:03:43,sent,0.0,0,30,0.0,0.0
,2016-06-17 13:03:56,sent,0.0,0,31,0.0,0.0
,2016-06-17 13:03:56,sent,0.0,0,32,0.0,0.0
,2016-06-17 13:04:25,sent,0.0,0,33,0.0,0.0
,2016-06-17 13:04:25,sent,0.0,0,34,0.0,0.0
,2016-06-17 13:04:45,sent,0.0,0,35,0.0,0.0
,2016-06-17 13:04:45,sent,0.0,0,36,0.0,0.0
,2016-06-17 13:05:10,sent,0.0,0,37,0.0,0.0
,2016-06-17 13:05:10,sent,0.0,0,38,0.0,0.0
,2016-06-17 13:05:38,sent,0.0,0,39,0.0,0.0
,2016-06-17 13:05:38,sent,0.0,0,40,0.0,0.0
,2016-06-17 13:06:20,sent,0.0,0,41,0.0,0.0
,2016-06-17 13:06:20,sent,0.0,0,42,0.0,0.0
,2016-06-17 13:07:03,sent,0.0,0,43,0.0,0.0
,2016-06-17 13:07:03,sent,0.0,0,44,0.0,0.0
,2016-06-17 13:07:37,sent,0.0,0,45,0.0,0.0
,2016-06-17 13:07:37,sent,0.0,0,46,0.0,0.0
,2016-06-17 13:08:08,sent,0.0,0,47,0.0,0.0
,2016-06-17 13:08:08,sent,0.0,0,48,0.0,0.0
,2016-06-17 13:08:36,sent,0.0,0,49,0.0,0.0
,2016-06-17 13:08:36,sent,0.0,0,50,0.0,0.0
,2016-06-17 13:09:09,sent,0.0,0,51,0.0,0.0
,2016-06-17 13:09:09,sent,0.0,0,52,0.0,0.0
,2016-06-17 13:09:40,sent,0.0,0,53,0.0,0.0
,2016-06-17 13:09:40,sent,0.0,0,54,0.0,0.0
,2016-06-17 13:10:09,sent,0.0,0,55,0.0,0.0
,2016-06-17 13:10:09,sent,0.0,0,56,0.0,0.0
,2016-06-17 13:10:31,sent,0.0,0,57,0.0,0.0
,2016-06-17 13:10:31,sent,0.0,0,58,0.0,0.0
,2016-06-17 13:10:56,sent,0.0,0,59,0.0,0.0
,2016-06-17 13:10:56,sent,0.0,0,60,0.0,0.0
,2016-06-17 13:11:10,sent,0.0,0,61,0.0,0.0
